"","SC78_5_factor1","SC78_5_factor2","SC78_5_factor3","SC78_5_factor4","SC78_5_factor5","SC78_5_factor6","SC78_5_factor7","SC78_5_factor8"
"21","Fth1","Cebpb","Btg1","Rpl18a","Mcl1","Il1b","Cxcr2","Cmip"
"22","BC100530","Pde4b","Xylt1","mt-Co3","Actb","Cd274","Lcp1","Cd44"
"23","Ly6g","Mapkapk2","Entpd1","Tpt1","Zfp36","Gbp2","Ptprc","Spag9"
"24","Actg1","Cd14","Sgms2","Lst1","Btg1","Oas3","Stk17b","Alcam"
"25","Cd52","Plek","Mxd1","Rps15","S100a8","Ifi27l2a","Klf2","Il1b"
"26","Arhgdib","G0s2","Antxr2","Rpl35a","Ets2","Smchd1","H3f3a","Dock2"
"27","Gm5483","Kdm6b","Ifitm2","Rps23","Litaf","H2-K1","Tpd52","Sik3"
"28","mt-Co2","Junb","Ftl1","Rps13","Ptgs2","Srgn","Mcl1","S100a8"
"29","Prr13","Ptgs2","S100a6","Ptma","Ccrl2","Slfn1","Tyrobp","Chst11"
"30","mt-Co3","Irak2","Tyrobp","Malat1","Btg2","Stat1","Hp","mt-Nd1"
"31","Mmp9","Mxd1","Nedd9","Rps3a1","H3f3a","Gbp7","Lrg1","Slc7a11"
"32","Mgst1","Ptafr","Smox","Rpl37a","Lmnb1","H2-D1","Hmgb2","Sgms2"
"33","Tspo","Actb","H3f3a","Rpl17","Fau","Slfn5","Mxd1","Pik3ap1"
"34","Atxn10","Rnf149","Rps9","Rpl30","Msrb1","Irf1","Rnf149","Cebpb"
"35","Alox5ap","Nlrp3","Hdc","Fau","Pik3ap1","Parp9","Ifitm2","Srgn"
"36","Coro1a","Ier3","Chst11","Rpl34","Rps9","Fth1","S100a6","Tpd52"
"37","Ifitm3","Nfkb1","H3f3b","Rpl11","Suco","Slfn8","Btg2","Plek"
"38","Cyba","Rab8b","Irg1","Rps7","Tpt1","Irgm1","Btg1","App"
"39","Plaur","Actg1","Tpd52","Runx1","Ifitm2","Ifih1","Ddx6","Lyst"
"40","Rac2","Ftl1","Rnf149","Rpl21","Sik3","H2-T23","Cebpb","Igf1r"
"41","Pfn1","Ptprj","Cd9","Rps11","Neat1","Trafd1","Ifitm1","Litaf"
"42","Stx11","Erbb2ip","Msrb1","Rps28","Slc16a3","Isg20","Ubb","Atp2b1"
"43","Rps27a","Dusp16","Spag9","Rabac1","Vps37b","Ftl1","Txn1","Arhgap15"
"44","Rplp0","Il1rn","Dusp1","Serf2","Plek","Ddx58","Gcnt2","Ptprc"
"45","H3f3a","Malt1","Lcp1","Eef1a1","Tpd52","Slfn2","Gpcpd1","Samsn1"
"46","R3hdm4","Mcl1","Il1r2","Rps16","Rnf149","Samd9l","Marcks","mt-Nd5"
"47","Malat1","Pik3ap1","Plaur","Mir142hg","Zfp36l2","Tmsb4x","Dennd4a","Fam134b"
"48","Txn1","Hdc","Lmnb1","Atp2b1","Csf3r","Cebpb","Arg2","Arhgap26"
"49","Hp","S100a8","Fxyd5","Rps24","Trem1","Rnf213","Hdc","Ptprj"
"50","Myl6","Ifitm2","Csf3r","Cox4i1","Tyrobp","Ascc3","Taldo1","Lilrb4a"
"51","Anxa2","Dusp1","Ndel1","Tmsb4x","Hdc","H3f3b","Fau","Rnf149"
"52","Msra","B2m","Tpt1","Rps15a","Mxd1","Ccrl2","Sorl1","Osbpl9"
"53","Mcemp1","Spag9","Samsn1","Cst3","Entpd1","Mxd1","Iqgap1","Lmnb1"
"54","Pkm","Marcks","Isg15","Wnk1","S100a11","Il1r2","Gda","Baz2b"
"55","Itm2b","Dennd4a","Mcl1","Gm10076","Csrnp1","Hdc","Alox5ap","Ddx6"
"56","Shfm1","Ehd1","Litaf","Rpl26","Rabgef1","Ly6e","Grina","Suco"
"57","Tyrobp","Sema4d","Cmip","Rps27a","Ddx5","Tor1aip1","H2-D1","Braf"
"58","mt-Cytb","Eif1","Arg2","Ftl1","Ubb","S100a9","Litaf","Mxd1"
"59","Gpx1","Ncf1","Grina","Ubb","Hcar2","Nampt","Ube2h","Rabgef1"
"60","Ftl1","Ifitm1","Tpm4","Rpl28","Atp2b1","Oas2","Fcer1g","Lyn"
"61","Sh3bgrl3","Lcp1","Lilrb4a","Gm2a","Pim1","Igtp","Fam65b","Gab2"
"62","Tkt","Arg2","Emilin2","Rpl24","Cd44","Zc3hav1","Kpna4","Cd9"
"63","Asprv1","Tnfaip2","Arpc3","Hsp90aa1","Ptprc","Pim1","Coro1a","March7"
"64","Ifitm2","Clec4d","Trem1","H3f3b","Antxr2","G0s2","Svil","Il1rap"
"65","Lcp1","H2-D1","Plek","Hspa8","Sh2d3c","Kpna4","Jund","Hif1a"
"66","Osm","Rps9","H2-D1","Cxcr4","Etf1","Cmpk2","Il1r2","Nedd9"
"67","Stfa2","Msrb1","Pim1","Rbm3","Isg15","Psmb8","Ssh2","Emilin2"
"68","Vasp","Csf3r","Fau","Cdk2ap2","Cd9","Junb","Tspo","Etf1"
"69","Gnai2","H3f3a","Txn1","Cd300a","Tiparp","Fcer1g","Lyn","Gpcpd1"
"70","Arpc5","Wfdc17","Ptprc","Ankhd1","Fos","Sdcbp","Anxa2","Mctp1"
"71","Mrgpra2b","Nr4a1","Slc7a11","Hnrnpf","Egr1","Plek","Skap2","Csf3r"
"72","Ostf1","Btg1","App","Rps26","H2-D1","Zbp1","Fam49b","Cers6"
"73","Arhgap15","Ptprc","Hif1a","Dock2","Braf","Chmp4b","Cmip","Trps1"
"74","Actn1","Ets2","Stx11","Laptm5","Ubc","Btg1","Phf21a","Ccnl1"
"75","BC117090","Cd274","Fcer1g","Tyrobp","Mbnl2","Neat1","Wfdc21","Irg1"
"76","Rps9","2810474O19Rik","Picalm","Fgl2","Emilin2","Eif1","Tmcc1","Pbx1"
"77","Serf2","Slc7a11","Ctsd","Rps25","Fcer1g","Usp18","Lmnb1","Gcnt2"
"78","Taldo1","Lmnb1","Sik3","Fcer1g","Ddx3x","Mcl1","Anxa1","Arg2"
"79","Arpc2","Btg2","Sorl1","Rpl36","Coq10b","Lmnb1","Gm42418","Slc16a3"
"80","Hmgb2","Traf3","Ctnnb1","D8Ertd738e","Samsn1","Tmbim6","Cers6","Ctnnb1"
"81","Glrx","Tyrobp","Ptprj","B2m","Sorl1","Sppl2a","Eif1","Rab8b"
"82","Arpc1b","H2-K1","Ddx6","Pfn1","Picalm","Rab7","Fbxl5","Ncf2"
"83","Rps24","Tnfrsf1b","Btbd9","Rpl7","Ankrd33b","Actb","Lyst","Mbnl2"
"84","Cdc42","Tpd52","Lilr4b","Morf4l1","Ifitm1","Casp4","Lsp1","Skap2"
"85","Cotl1","Rel","Wfdc21","Pfdn5","B2m","Zfp36","Neat1","Arih1"
"86","Wfdc17","Fcer1g","Actr3","Camk1d","Lst1","Tnfaip2","Ncf2","Smox"
"87","Eif1","S100a11","Ifitm1","AF251705","Fxyd5","Actg1","Plek","Ndel1"
"88","Mctp1","C5ar1","Lyn","Calm1","Gla","Fgl2","Osbpl9","Pag1"
"89","Srgn","Fau","Baz2b","Ankrd44","G0s2","Ifitm1","Zyx","Mcl1"
"90","Gpi1","H3f3b","Ddx5","Msn","Gm42418","Psmb9","Fxyd5","Actb"
"91","Timp2","Tpt1","Cd53","Itga4","Lrg1","Tapbp","Ddx5","Dusp1"
"92","Fcer1g","Snap23","Slfn4","Rps6","Chst11","Txn1","Selplg","Elmo1"
"93","Aldoa","Samsn1","Ccr1","1700112E06Rik","Pnrc1","Ubb","Arhgap15","Junb"
"94","Arpc3","Sgms2","Snx18","Arpc1b","Fam134b","Tap1","Arhgap26","Actg1"
"95","Psap","Slfn2","Gm42418","Uba52","Tgoln1","Ets2","Akap13","Celf2"
"96","Cfl1","Dusp2","Kpna4","Calm2","Ccnl1","Grina","Lst1","Notch2"
"97","Dstn","Abtb2","Ets2","Klf2","March7","Litaf","Pla2g7","Fnip1"
"98","Ccl6","Antxr2","Adam8","Csf1","Ifrd1","Spag9","Steap4","Fth1"
"99","Gm42418","Litaf","Junb","Gng5","Wfdc17","Lilrb4a","Snap23","Pim1"
"100","Gda","H2-Q7","Igf1r","H2-D1","Osbpl9","Prdx5","Stat3","Ankrd33b"
"101","Msrb1","Casp4","Mrpl33","Atox1","Gadd45b","Ifit3b","Il1rap","Btbd9"
"102","App","Ier5","mt-Co1","Ptbp3","Irg1","Sat1","Pag1","Sh2d3c"
"103","Lrg1","Lilrb4a","Ncf2","Cox8a","Jund","2810474O19Rik","March7","Ralgapa1"
"104","Anxa11","Fgr","Sp140","Pip4k2a","Stk17b","Btg2","Cd52","Dusp16"
"105","Actr3","Gm42418","Neat1","Gpx1","Gm43661","H2-Q4","Rac2","Usp32"
"106","Cd9","Lcp2","Taldo1","Hspa5","Cmip","Tyrobp","Ndel1","Clec4d"
"107","Iqgap1","Chst11","Plin2","Atp6v0e","Txn1","Dclre1c","G0s2","Lilr4b"
"108","Mxd1","Ddx5","Iqgap1","Zfp36l2","Sdcbp","Lamp2","Ccl6","Cd53"
"109","H2-D1","Pnrc1","Mir142hg","Inpp5d","Fnip1","Msrb1","Tgfbi","Inpp5d"
"110","Prok2","Hcar2","Por","Rbm39","Ndel1","Gm42418","Rps27a","Vav3"
"111","Pygl","Nfe2l2","Alox5ap","Myo1f","Ccr1","Cd300lf","Pfn1","Rab7"
"112","Uba52","N4bp1","Pfn1","H2-K1","Tra2a","Smox","Gm5150","Cxcl2"
"113","Gmfg","Adam17","Coro1a","Igfbp6","Plk3","Cd53","Map3k5","Nup98"
"114","Mrpl33","Lst1","Sdcbp","Eif5","Dusp5","Ifitm2","Pglyrp1","Slfn4"
"115","Ubb","Sod2","Lyst","mt-Co1","Clec4d","Usp25","B2m","Sdcbp"
"116","Cebpb","Txn1","Osbpl9","Ifitm2","Anxa11","Ptgs2","Entpd1","Mapkapk2"
"117","Cnn2","Il1r2","Hp","Klf6","Grina","Lyn","Pim1","Hectd1"
"118","Pgd","Ppp1r15a","Rab7","Gnb1","Gab2","Xylt1","Osm","Plaur"
"119","Fau","Cd9","Diaph1","Eif5a","Sgms2","Clec2d","Cytip","Klhl2"
"120","Lbr","Actr3","Slc15a3","Elmo1","Ier5","Gadd45b","App","Fndc3b"
"121","Ncf4","Trem1","Cd52","Diaph2","Rps27","9930111J21Rik2","Sell","Cyth1"
"122","Lsp1","Ankrd33b","Gabarap","Gls","Rab7","Ifi47","Usp32","Actr3"
"123","Myl12b","Rabgef1","Cd300lf","Rpl19","Ddit3","Sik3","Nfkbiz","Mctp2"
"124","Eno1","Hspa5","Gda","Ctsz","Inpp5d","Lst1","Cd44","Abtb2"
"125","Rps29","Rap1b","Lamp2","mt-Co2","Fosl2","Cers6","Map1lc3b","Tnrc6b"
"126","Cd14","Cd44","Arpc2","Rbm25","Fgl2","Hcar2","Socs3","Camk1d"
"127","Nedd9","Gsap","Vps4b","Cd47","Mapkapk2","Csrnp1","Cd300lf","Iqgap1"
"128","Tpt1","Lpcat2","Cyp4f18","Eif1","Per1","Csf3r","Pde4b","Arih2"
"129","Grina","Lrg1","Fosl2","Alcam","Ppp1r15a","Dusp1","H3f3b","Lcp1"
"130","mt-Nd4","Ninj1","Map2k4","Stat3","Fem1c","Picalm","Kdm7a","Btg1"
"131","Adam8","Bcl2l11","Hectd1","Ccnd3","Lamp2","Epsti1","Zfp36l2","Ipcef1"
"132","Pnkp","Vasp","Tspo","Ier2","Lcp1","H3f3a","Fgr","Fam65b"
"133","Rpl9","Pfn1","Pik3ap1","Ankrd12","Tbc1d15","Cd52","Atp6v1g1","Nfkbiz"
"134","Oaz1","Picalm","Cyth1","Psap","Lilrb4a","Csf1","Cdc42","Lamp2"
"135","Cap1","Rab11fip1","Sh2d3c","Dynll1","Cxcl2","Clec4d","Sat1","Cd84"
"136","Gng5","Entpd1","Glrx","Brk1","Hmgb2","Stat2","Mtus1","Tra2a"
"137","Clic1","Neat1","Arpc5","Pum2","Ctsd","Trem1","Sfxn5","Atp6v0d1"
"138","Rps12","Jund","Ankrd33b","Nipbl","Ncf2","Tra2a","Emilin2","Fbxl5"
"139","Fam65b","Mapk6","Ralgapa1","Gm10073","Nup98","Dtx3l","Celf2","Tmcc1"
"140","Sri","Icam1","Jdp2","Sh3bgrl3","Slc7a11","Ccr1","Tpt1","Zeb2"
"141","Hspa8","Fndc3b","Il1rap","Bri3","Ddx6","Basp1","Adgre5","Atrnl1"
"142","Rpl37","Ctsz","Tlr4","Cd52","Ctnnb1","Whsc1l1","Trem1","Vps4b"
"143","Rps10","Iqgap1","Gcnt2","Rps9","2810474O19Rik","Ier3","Atg3","Gda"
"144","Rps11","Smox","Csf2rb","Fus","Arpc3","Parp10","Spi1","Pde7b"
"145","Vsir","Rbpj","Gab2","Tceb2","Tnfaip2","Tmem140","Gnai2","Ets2"
"146","Spi1","Ddx3x","Notch2","Cox6b1","Skap2","Samsn1","Igf1r","Ell2"
"147","Atp6v1g1","Igsf6","Gm5483","Etv6","Map1lc3b","Tlr4","Cd84","Rbm39"
"148","Gpsm3","Ccl3","Clec4e","Lamp1","Arg2","Irgm2","Lilrb4a","Nrd1"
"149","Myh9","Fbxo11","Sp100","Neurl3","Cd53","Klf6","Retnlg","Snap23"
"150","Calm1","mt-Atp6","Selk","Cd44","Kdm6b","Rnf114","Mmp9","Stk17b"
"151","Lrrk2","Cd52","Map1lc3b","Atp6v1f","Gabarap","Fxyd5","Tspan13","Anxa11"
"152","Slc16a3","Relb","Pde7b","Txnip","Snap23","Tpt1","Ccr1","Tnfrsf1b"
"153","Cers6","Fas","Ier3","Rps2","Alcam","Cxcl2","Clec4d","Ptk2b"
"154","Fpr2","Sorl1","March7","Hnrnpc","Gcnt2","Cd44","Prr13","Grina"
"155","Stfa2l1","Ccnl1","Retnlg","Eef2","Smox","Gsap","Mrpl33","Fem1c"
"156","Rpl37a","Ncf4","Rac2","Rpl35","Clk1","Irf2","Klf6","Map3k5"
"157","Rpl34","Txnrd1","Lsp1","Btf3","Trib1","Gabarap","Actr3","Map2k4"
"158","Fbxl5","Dock2","Sell","Foxp1","Atp6v0d1","Marcks","Adipor1","Ssh2"
"159","Rhoa","Snx20","Trib1","1810058I24Rik","Ptp4a1","Ptprc","Samhd1","Zswim6"
"160","Cd24a","Grina","Rbms1","Clta","Ptafr","mt-Co3","Gmfg","Wnk1"
"161","Gadd45a","Gpbp1","Pag1","Erbb2ip","Wnk1","Oasl2","Ipcef1","Ccr1"
"162","Mcl1","Nadk","Vmp1","Itm2b","Rsrc2","Atp2b1","Fcgr3","Rsrc2"
"163","Mbd2","Hck","B2m","Rplp0","Serinc3","Gab2","Mctp2","Tiparp"
"164","Ube2d3","Hp","Zyx","Gabarap","Rbm39","Tpd52","Cd33","Zcchc6"
"165","Itgb2","Zc3h12a","Btg2","Arhgdib","H2-K1","Oas1a","Slpi","Fbxo11"
"166","Aldh2","Lyn","Pnrc1","Oaz1","Mir142hg","Ctsb","Ccnd3","Rlf"
"167","Eef1a1","Irak3","Pla2g7","Ambra1","Cdk2ap2","Pfn1","Antxr2","Svil"
"168","Glipr2","Rps27","Sepn1","Egr1","Atg2a","Fau","Rab8b","Ptgs2"
"169","H3f3b","Kpna4","Mcemp1","Rgs2","Igf1r","Tspo","Syk","mt-Nd4l"
"170","Trem1","Rac2","Cap1","Cpeb2","Iqgap1","Rnf149","Ier5","Zfp36"
"171","Cox4i1","Adgre5","Anxa2","Tsc22d3","Sat1","Fcgr4","Gadd45a","Btg2"
"172","Chil1","Cdc42","Fem1c","Ptpn6","Ptprj","Gbp5","Gapdh","Gk"
"173","Flna","Zfand3","Hmgb2","Plac8","Lsp1","Msn","Pkm","Akap13"
"174","Slfn4","Gabarap","Rabgef1","Gm20388","Ctsb","Inpp5d","Arhgap24","Mirt1"
"175","Dhrs7","Ddx6","Arhgap15","Irf1","Alox5ap","Helz2","Notch2","Chd7"
"176","Cxcl2","Cyba","2810474O19Rik","Vamp8","Pfn1","Arg2","Bcl6","Pde4b"
"177","Actr2","Lsp1","Gapdh","Card19","Rps29","Cd14","Irg1","Basp1"
"178","Ptprc","Susd6","Jund","Map1lc3b","Gm5150","Fam134b","Rap1b","Diaph1"
"179","Zyx","Arih2","Myl6","Man2b1","Ankrd12","Ccnl1","Zfand5","Adam17"
"180","Rap1b","Irf1","Ccl6","Stag1","Jdp2","S100a11","Cyba","Ptbp3"
"181","Fpr1","Gpr132","C5ar1","Btg1","Marcks","Ier5","Chst11","Sp140"
"182","Itgam","Cmip","Ppp1r3b","Ssh2","Arih1","Tnrc6b","mt-Co1","Top1"
"183","Slc2a3","Emilin2","Rps27a","Fam49b","Rap1b","Ctss","Gabarap","Ddx5"
"184","1110008F13Rik","Fxyd5","Cdc42","Rhoa","Lyst","Mbnl2","Arpc3","Stat3"
"185","Rpl35a","Bcl2a1b","Kctd12","Ptprc","Lyn","Tspan13","Trps1","Tbc1d15"
"186","Lilrb4a","Coq10b","Stk17b","Ost4","Btbd9","Tnfrsf1b","Gm5483","Msra"
"187","Sgms2","Coro1a","Marcks","Chchd2","Hp","Pnrc1","Coq10b","Kdm6b"
"188","Junb","Csrnp1","Rtp4","Plin2","Il1rap","Ptafr","Pbx1","Npepps"
"189","Stk17b","Rps29","Klra2","Tra2b","Rps16","Tnfrsf1a","Cdkn2d","Phf21a"
"190","Hpcal1","Il1f9","Atp6v1g1","Itsn2","Cd52","Irak2","Stfa2l1","Serinc3"
"191","Ddx5","Slc15a3","Cdk17","Actb","Osm","Ddx5","Itgal","Prkcb"
"192","Lyn","Snx18","Ubb","Pitpna","Dclre1c","Itm2b","Amica1","Cxcr4"
"193","Rps7","Nfkbid","Braf","Ppp2ca","Calm2","Fnip1","Ncor1","Ppp3ca"
"194","Tmcc1","Arhgap26","Ube2d3","Trpm7","Srsf5","Ptk2b","Cap1","Samhd1"
"195","Rps16","Rps16","Snap23","Ubl5","Gadd45a","Cd9","Klhl2","Smchd1"
"196","Rdh12","Oser1","Fam107b","Hectd1","Cd14","Clic4","Slfn4","Whsc1l1"
"197","Pilra","Baz1a","Lrg1","Cab39","Eif5","Trim12c","Ctsd","H3f3a"
"198","Sat1","Alox5ap","Il1rn","Gab2","Coro1a","Ctsd","Sdcbp","Hcar2"
"199","Gnb2","Bcl3","Ptbp3","Ywhae","Impact","Emilin2","Lamp2","Por"
"200","Il1f9","Asprv1","Ell2","Irf2","Gpcpd1","Fcgr3","Arpc2","Tgoln1"
